0	Q1of4_100kbBookendBoundaries_removeGaps.bed	Q2of4_100kbBookendBoundaries_removeGaps.bed	Q3of4_100kbBookendBoundaries_removeGaps.bed	Q4of4_100kbBookendBoundaries_removeGaps.bed
MorningPerson	0.894547349177	0.898457268786	0.9892567800409999	0.8002683743950001
YearsOfEd2	0.9337698239560001	1.06381260927	0.8780429453569999	0.883263894307
T2D2	0.902345751098	0.9915816378	1.13385885639	1.06969894437
SkinColor	1.4487014515	0.8765526498430001	1.23293750398	0.680128981778
Balding	0.613257270348	0.7508180248980001	1.02153905244	0.881723113257
HairColor	0.946455815402	0.6513261016790001	1.1496635986200001	1.07293359909
FVC	1.00494796039	0.8813417691769999	1.06354248877	1.06686102612
ASD	0.781196459172	0.925018091927	0.738884787561	1.06301309422
Sunburn	1.43082972713	0.876931841557	1.09360040534	0.814790592011
Schizophrenia	0.884470991147	1.00850320412	0.972764034079	0.980205267905
Anorexia	0.950160494891	0.9292792624160001	0.879251426674	0.803824275019
SmokingStatus	1.03155358014	0.8885201818459999	0.910494274516	0.905987071451
FirstBirthAge	0.8745195464929999	0.963397960001	0.9138356975509999	0.820878097871
Tanning	1.38893790329	0.9774273864700002	1.04128699349	0.687265982254
NumChildrenBorn	0.9062560817569999	1.20682175586	0.8780899510950001	0.6545545030300001
DepressiveSxs	1.19551873929	0.911858832001	1.00903528105	0.8590871590200001
BMI2	0.9982478881579999	0.9292119999449999	1.00228743877	0.9292992485989999
Neuroticism	0.916575361479	1.1904361283299998	1.00445042655	0.730260657954
MenarcheAge	0.879881359148	0.9159733538410001	1.03615998555	1.1450362251000001
Heel_T_Score	0.96450565312	0.948868583752	1.21197646691	1.01230768375
Eczema	1.04568802305	1.07885894969	1.17616967288	1.17861667175
SystolicBP	0.799996635274	0.9367595563619999	1.3058893224299999	1.04900790515
AutoimmuneDz	1.07088815695	0.919966792685	1.64324979285	1.09114505181
MenopauseAge	0.733543731557	1.09836441433	1.46333933623	1.77370773914
WaistHipRatio	0.970074510888	1.00557070944	1.06697456904	1.06242828294
RBCCount	0.8185699990340001	1.0430396957799999	1.4661119269	1.0609678600799999
EosinophilCount	1.056716523	1.15453400314	1.237260693	1.1658132049299998
Resp_ENT_Dz	0.945999795636	1.09217822365	1.25749734474	0.9181252819299999
RA	1.09354209381	1.1013573525	1.08567892834	1.3533439321599998
PlateletCount	0.692191475169	1.2737185563	1.4546469100600001	1.33106642881
HDL	0.990536290713	1.36501492593	0.987490397325	1.24583090515
UC	1.01105630015	1.09468307038	1.6544931675799999	1.1892884395399999
Hypothyroidism	0.92527080847	1.03635835647	1.60966964866	1.17962073197
WBCCount	0.8536926750220001	1.14588761685	1.27144518774	1.43613423193
LDL	0.617887833196	1.7008125201700002	2.08229706116	1.49027362232
CrohnsDz	0.9184710242	1.0430347869299998	1.7399549040900002	0.95651934639
Height2	0.852916332404	1.04094388067	1.2415802189299998	1.25654699578
DermDz	1.41359150549	1.3354471196	1.04714734882	1.28195045911
FEV1_FVC_Ratio	0.8853708079799999	0.963346563194	1.0910851692399999	1.15800884747
RDW	0.876788295115	1.25239395198	1.4464915053999998	1.4591616771
HighCholesterol	0.768873031242	1.6639247374500001	1.4421172266	1.20897267732
